radio,mcc,mnc,area,cid,lon,lat,range
GSM,605,1,22102,15243,9.6192169189453,37.057571411133,1000
UMTS,605,1,22103,7356022,10.209732055664,37.192153930664,1000
UMTS,605,1,22101,7355172,9.8622894287109,37.288284301758,1000
UMTS,605,1,22103,7356023,10.209732055664,37.192153930664,1000
UMTS,605,1,10005,76453,10.249301,36.737916,1204
GSM,605,1,22101,15333,9.835915,37.189684,6623
UMTS,605,1,22101,7355368,9.8705291748047,37.130355834961,1000
UMTS,605,1,10002,68388,10.304489135742001,36.888656616211,1000
GSM,605,1,10001,1741,10.146560668945,36.795272827148,1000
UMTS,605,1,44302,7377649,9.47485,35.035571999999995,1000
UMTS,605,1,44302,7377571,9.4722747802734,35.03059387207,1000
GSM,605,1,22011,25376,8.858752,36.524049,4068
UMTS,605,1,33301,7367739,8.8899993896484,35.891647338867,1000
UMTS,605,1,55202,32877506,10.881958,35.654068,1000
UMTS,605,1,10011,7280656,10.104675,36.77948,1000
GSM,605,1,55541,40082,11.040573120117,35.467300415039,1000
UMTS,605,1,22204,149077,10.485327,36.700016,1080
UMTS,605,1,44302,7377589,9.474564,35.034714,1000
GSM,605,1,10012,8465,10.218659,36.840077,1256
UMTS,605,1,55101,33539286,8.407288000000001,34.317169,1000
UMTS,605,1,55101,33539015,8.803177,34.419193,1000
UMTS,605,1,55301,33534957,11.142196655272999,34.70100402832,1000
UMTS,605,1,55201,32876123,10.8181,35.7621,1000
UMTS,605,1,44201,7375252,9.129639,35.23040800000001,1000
UMTS,605,1,44201,7375200,9.1330718994141,35.226974487305,1000
UMTS,605,1,22204,149074,10.483913,36.698247,1183
GSM,605,1,55702,47053,10.06965637207,34.300003051758,1000
UMTS,605,1,10014,7282817,10.174026,36.855011,1000
UMTS,605,1,10011,7276891,10.105362,36.779709,1000
GSM,605,1,22201,18142,10.988388061522999,36.782913208008,1000
UMTS,605,1,55303,33535670,10.879033,34.994411,160062
UMTS,605,1,22103,7374195,10.120468139648,37.21549987793,1000
GSM,605,1,10018,11041,10.16304,36.69090300000001,1000
UMTS,605,1,10018,185083,10.1651,36.694336,1000
UMTS,605,1,10013,141212,10.297165,36.714706,1166
GSM,605,1,10015,12863,9.993023,36.728257,4735
UMTS,605,1,44201,7377536,8.8515472412109,35.167922973633,1000
UMTS,605,1,22101,7355752,9.955673,37.186508,1000
GSM,605,1,44101,32972,10.055923461914,35.405502319336,1000
GSM,605,1,10015,2061,10.06965637207,36.767807006836,1000
UMTS,605,1,44201,7377533,8.8515472412109,35.167922973633,1000
GSM,605,1,55701,57624,10.095062,33.855743,1000
UMTS,605,1,22103,7374248,10.180892944336,37.192153930664,1000
GSM,605,1,10019,8922,10.117721557617001,36.818618774414,1000
UMTS,605,1,22204,149062,10.484782,36.700712,1499
UMTS,605,1,44302,7377842,9.4928741455078,35.038833618164,1000
GSM,605,1,22201,18202,10.835952758789,36.549453735352,1000
GSM,605,1,22201,19122,11.009674,36.78772,1000
GSM,605,1,22201,18801,10.835952758789,36.549453735352,1000
UMTS,605,1,10021,141214,10.294876098632999,36.668930053711,1000
UMTS,605,1,55304,33534900,10.033950805664,33.930587768555,1000
UMTS,605,1,10020,66194,10.05043,36.977921,1000
GSM,605,1,22102,15284,9.793854,37.155304,1000
GSM,605,1,22102,16071,9.794312,37.156448,1000
GSM,605,1,55203,43052,10.760422,35.625229,1000
GSM,605,1,55203,43051,10.767288208008,35.621109008789,1000
UMTS,605,1,22204,149471,10.463790893555,36.594772338867,1000
UMTS,605,1,10003,73274,10.042191,36.9841,1000
UMTS,605,1,55203,32876174,10.703429,35.722047,1655
GSM,605,1,55701,57674,10.093578,33.873973,1480
GSM,605,1,10015,12933,10.009232,36.865311,1000
GSM,605,1,44301,37642,9.4159698486328,35.265426635742,1000
GSM,605,1,44301,37771,9.4159698486328,35.265426635742,1000
GSM,605,1,44101,32755,9.5423126220703,35.415115356445,1000
UMTS,605,1,10014,7282846,10.154251,36.848282,1000
UMTS,605,1,44302,7377600,9.488068,35.030251,1000
UMTS,605,1,22011,7365290,8.772926,36.498642,1000
UMTS,605,1,10002,72236,10.296249,36.888657,1000
UMTS,605,1,22204,149076,10.470199,36.697312,2787
UMTS,605,1,10002,68391,10.304031,36.889572,1000
UMTS,605,1,10002,70507,10.305862426757999,36.888656616211,1000
UMTS,605,1,22011,7365272,8.7938690185547,36.489028930664,1000
UMTS,605,1,22201,150849,11.091384887695,36.848831176758,1000
UMTS,605,1,22011,7365276,8.7938690185547,36.489028930664,1000
UMTS,605,1,10016,7328426,10.215225219727,36.86393737793,1000
LTE,605,1,55601,1546755,10.97053527832,33.857803344727,1000
UMTS,605,1,55601,33550736,10.971908569336,33.856430053711,1000
UMTS,605,1,55601,33549338,11.043319702147999,33.819351196289,1000
UMTS,605,1,55601,33549010,10.982894897461,33.856430053711,1000
UMTS,605,1,55601,33549152,10.859298706055,33.908615112305,1000
UMTS,605,1,55601,33549153,10.91423034668,33.872909545898,1000
UMTS,605,1,55601,33550186,10.987014770508,33.856430053711,1000
UMTS,605,1,55601,33549396,10.88264465332,33.877029418945,1000
UMTS,605,1,55601,33549011,10.978775024414,33.855056762695,1000
UMTS,605,1,55601,33550906,10.859298706055,33.907241821289,1000
UMTS,605,1,55601,33549809,10.937576293945,33.870162963867,1000
UMTS,605,1,55601,33549835,10.916976928711,33.872909545898,1000
UMTS,605,1,55601,33550796,11.04606628418,33.820724487305,1000
UMTS,605,1,55601,33549337,11.04606628418,33.820724487305,1000
GSM,605,1,55101,50064,8.786087,34.436874,1000
UMTS,605,1,22204,149069,10.57868,36.760029,4586
GSM,605,1,10013,10865,10.349808,36.720017,1480
UMTS,605,1,22204,149101,10.459671020507999,36.695022583008,1000
UMTS,605,1,55701,33546438,10.075149536132999,33.900375366211,1000
UMTS,605,1,22101,7355835,9.8622894287109,37.292404174805,1000
UMTS,605,1,22204,149079,10.467911,36.696396,1000
UMTS,605,1,10005,65873,10.190505981445,36.769180297852,1000
GSM,605,1,22011,25234,8.773956,36.502762,1376
GSM,605,1,22202,18932,10.570907592773,36.398391723633,1000
GSM,605,1,55702,57813,9.8018646240234,33.874282836914,1000
UMTS,605,1,55301,33534211,10.753555297852001,34.73258972168,1000
GSM,605,1,55303,46891,10.772781,34.796791,1000
GSM,605,1,55101,50071,8.784485,34.435501,1127
UMTS,605,1,10015,7331167,9.952239,36.823427,1694
UMTS,605,1,33301,7367622,8.7059783935547,36.175918579102,1000
UMTS,605,1,55602,33549785,10.732955932617001,33.393630981445,1000
GSM,605,1,55602,60883,10.732955932617001,33.393630981445,1000
UMTS,605,1,55101,33538920,8.789749,34.425888,1000
UMTS,605,1,33101,7364053,9.2044830322266,36.712875366211,1000
GSM,605,1,55401,48085,10.643919,35.755922,4317
UMTS,605,1,33401,7370089,9.3679046630859,36.086654663086,1000
UMTS,605,1,33401,7370082,9.5079803466797,36.130599975586,1000
UMTS,605,1,33401,7370083,9.3692779541016,36.088027954102,1000
UMTS,605,1,33401,7370290,9.3692779541016,36.088027954102,1000
UMTS,605,1,33401,7370222,9.369965,36.089401,1000
LTE,605,1,10004,30212,10.270999,36.851795,1000
LTE,605,1,10012,25857,10.208702,36.841278,1021
LTE,605,1,10006,32260,10.185966,36.814125,1000
LTE,605,1,10020,16646,10.242416,36.841141,1000
LTE,605,1,10004,5124,10.288402,36.859621,1000
LTE,605,1,10020,16644,10.249484,36.843364,1000
LTE,605,1,10002,58629,10.288353,36.859818,1000
LTE,605,1,10002,35585,10.292129516602,36.899642944336,1000
LTE,605,1,10002,39950,10.308609,36.87561,1000
LTE,605,1,10020,22022,10.23307800293,36.837844848633,1000
LTE,605,1,10004,44036,10.264769,36.849042,1000
LTE,605,1,33011,514562,9.9295806884766,36.464309692383,1000
LTE,605,1,10020,69124,10.231704711914,36.837844848633,1000
LTE,605,1,10002,18438,10.297623,36.865139,1000
LTE,605,1,10012,31493,10.217972,36.847916,1000
LTE,605,1,10020,22020,10.238457,36.839447,1000
LTE,605,1,10004,5126,10.283551,36.857606,1000
LTE,605,1,10001,36100,10.186023,36.799188,1000
LTE,605,1,10003,35843,10.283889770507999,36.909255981445,1000
LTE,605,1,10002,3333,10.297623,36.864526,1000
LTE,605,1,10004,58118,10.27771,36.854782,1000
LTE,605,1,33011,514306,9.9021148681641,36.372299194336,1000
LTE,605,1,10003,35842,10.290756225586,36.901016235352,1000
LTE,605,1,10020,38913,10.208358764648,36.829605102539,1000
LTE,605,1,33011,514307,9.9021148681641,36.372299194336,1000
LTE,605,1,10002,18436,10.306206,36.868057,1000
UMTS,605,1,33011,7294699,10.061416625977,36.140213012695,1000
UMTS,605,1,10003,70676,10.304489135742001,36.916122436523,1000
UMTS,605,1,10018,141919,10.176773071289,36.684036254883,1000
UMTS,605,1,33011,7295715,10.032577514648,36.559066772461,1000
UMTS,605,1,10015,7287321,10.130081176757999,36.642837524414,1000
UMTS,605,1,33011,7294702,10.060043334961,36.140213012695,1000
UMTS,605,1,33011,7294686,10.060043334961,36.140213012695,1000
GSM,605,1,33011,20155,9.9611663818359,36.31462097168,1000
GSM,605,1,33011,20156,9.893051,36.31131,6041
GSM,605,1,33011,20152,9.9611663818359,36.313247680664,1000
GSM,605,1,33011,20151,9.9611663818359,36.313247680664,1000
GSM,605,1,33011,20115,9.892033,36.312252,5593
UMTS,605,1,10011,7280546,10.1548,36.798706,1000
UMTS,605,1,10017,7275556,10.126711,36.817121,2111
UMTS,605,1,10014,7328486,10.093002319336,36.936721801758,1000
GSM,605,1,55202,43401,10.965729,35.646744,1183
UMTS,605,1,10013,141450,10.312728881836,36.733474731445,1000
UMTS,605,1,22204,149969,10.500869750977,36.704635620117,1000
UMTS,605,1,10013,141561,10.311699,36.732101,1000
UMTS,605,1,22204,150989,10.500869750977,36.704635620117,1000
UMTS,605,1,55701,33546447,10.002365112305,33.959426879883,1000
UMTS,605,1,55202,32878366,10.965193,35.645683,1000
UMTS,605,1,22103,7355429,10.117721557617001,37.065811157227,1000
UMTS,605,1,22103,7355639,10.117721557617001,37.065811157227,1000
GSM,605,1,55202,42924,10.98244,35.627061,2933
UMTS,605,1,10004,65753,10.281143,36.856155,1000
UMTS,605,1,44102,33521553,10.083389282227,35.64582824707,1000
UMTS,605,1,10011,7279328,10.102615356445,36.807632446289,1000
UMTS,605,1,10011,7275191,10.147933959961,36.793899536133,1000
UMTS,605,1,55601,33550587,10.694523,33.901768,11415
UMTS,605,1,55301,33534961,11.202621459961,34.705123901367,1000
GSM,605,1,33301,27552,8.7169647216797,36.177291870117,1000
LTE,605,1,10020,4097,10.19776,36.823089,1000
LTE,605,1,10003,3073,10.315475463867001,36.914749145508,1000
LTE,605,1,10020,4100,10.198396,36.824102,1000
UMTS,605,1,10003,71956,10.314789,36.914749,1000
UMTS,605,1,10001,67790,10.176773071289,36.784286499023,1000
UMTS,605,1,10021,141619,10.322341918945,36.681289672852,1000
UMTS,605,1,10003,67872,10.315475463867001,36.916122436523,1000
UMTS,605,1,10021,142059,10.336418,36.667557,1000
UMTS,605,1,22101,7356015,9.876022,37.268372,1000
UMTS,605,1,10003,67869,10.315475463867001,36.916122436523,1000
UMTS,605,1,10003,71966,10.315475463867001,36.916122436523,1000
GSM,605,1,10018,516,10.169452,36.769181,3351
UMTS,605,1,10017,7275016,10.132828,36.828232,1000
UMTS,605,1,10015,7287946,9.846497,36.797333,1000
GSM,605,1,33301,27865,8.714217999999999,36.176605,1000
GSM,605,1,10021,10682,10.293504,36.745835,1529
GSM,605,1,33301,27584,8.698425,36.159439,1000
UMTS,605,1,22011,7365061,8.762283,36.951828000000006,1000
UMTS,605,1,10015,7289026,10.087509155273,36.81999206543,1000
UMTS,605,1,22201,151079,10.996971,36.781883,1000
LTE,605,1,10002,31246,10.328693,36.876984,1000
LTE,605,1,10003,3074,10.320282,36.890717,1000
UMTS,605,1,10003,67010,10.318222045898,36.909255981445,1000
UMTS,605,1,10013,141779,10.338364,36.727524,1000
UMTS,605,1,10015,7287385,9.974514,36.820375,13989
UMTS,605,1,10015,7287273,9.9817657470703,36.835098266602,1000
UMTS,605,1,10015,7287275,9.976665,36.835294,1000
UMTS,605,1,22103,7355411,9.965724,37.031487,7672
UMTS,605,1,10015,7287270,9.958421,36.842995,2255
UMTS,605,1,10015,7287274,9.9680328369141,36.83235168457,1000
UMTS,605,1,10015,7331122,9.981765,36.844712,2137
GSM,605,1,10015,15751,9.9089813232422,37.034225463867,1000
GSM,605,1,22102,15702,9.9982452392578,37.056198120117,1000
GSM,605,1,22011,25421,8.8831329345703,36.554946899414,1000
UMTS,605,1,10013,141624,10.433304,36.692825,1000
UMTS,605,1,10013,141627,10.43605,36.693649,1000
GSM,605,1,55101,50124,8.7732696533203,34.427719116211,1000
GSM,605,1,10001,193,10.183914,36.796646,1000
UMTS,605,1,10005,76548,10.243378,36.756134,1000
UMTS,605,1,10001,65735,10.185699,36.797333,1000
UMTS,605,1,10005,77316,10.244751,36.753731,1000
UMTS,605,1,22011,7366607,8.966217,36.600266,1000
UMTS,605,1,22202,148671,10.566787719727,36.39289855957,1000
UMTS,605,1,10006,65818,10.163727,36.801453,1000
UMTS,605,1,33301,7367601,8.7059783935547,36.175918579102,1000
UMTS,605,1,10015,7287325,9.988631,36.721116,1154
GSM,605,1,22203,17833,10.723347,36.477588,3601
GSM,605,1,10015,12823,9.993782,36.764719,3095
UMTS,605,1,55901,33543925,8.125076,33.922073,1000
UMTS,605,1,44302,7377631,9.4763946533203,35.037460327148,1000
UMTS,605,1,22101,7356167,9.910356,37.233353,1562
UMTS,605,1,55701,33546455,10.002365112305,33.959426879883,1000
UMTS,605,1,44302,7377702,9.8430633544922,34.581527709961,1000
GSM,605,1,33301,27571,8.714217999999999,36.176605,1000
GSM,605,1,55901,55041,8.137436,33.933334,1000
UMTS,605,1,44302,7377609,9.4763946533203,35.037460327148,1000
GSM,605,1,10015,12946,9.6837615966797,37.046585083008,1000
GSM,605,1,10016,7893,10.217285,36.866684,1000
GSM,605,1,22201,18103,11.095504760742,36.851577758789,1000
UMTS,605,1,22204,150746,10.485763549805,36.697769165039,1000
GSM,605,1,44201,35281,8.8515472412109,35.167922973633,1000
GSM,605,1,10011,12912,10.10124206543,36.800765991211,1000
GSM,605,1,22203,18773,10.71991,36.46431,1000
GSM,605,1,22203,18771,10.71991,36.466026,1000
GSM,605,1,22203,17774,10.716819,36.472894,3019
GSM,605,1,22204,18532,10.678024291992001,36.504135131836,1000
GSM,605,1,22203,17881,10.700684,36.480789,1000
GSM,605,1,22204,19691,10.535202026367001,36.542587280273,1000
GSM,605,1,22204,17891,10.507736206055,36.586532592773,1000
UMTS,605,1,55701,33546406,10.075149536132999,33.900375366211,1000
GSM,605,1,44101,32894,9.9446868896484,35.622482299805,1000
LTE,605,1,10018,26370,10.194626,36.735306,1000
UMTS,605,1,10016,7282138,10.191879272461,36.855697631836,1000
LTE,605,1,10004,34564,10.304014,36.83795300000001,1000
LTE,605,1,10005,261889,10.243607,36.74766500000001,1000
UMTS,605,1,10012,7280616,10.219345092773,36.847457885742,1000
UMTS,605,1,55301,33535636,10.755615,34.741516,1000
UMTS,605,1,10004,67651,10.266036987305,36.81037902832,1000
UMTS,605,1,10005,76838,10.243242,36.757072,1000
UMTS,605,1,55901,33544003,8.072238,33.966992,7688
GSM,605,1,10018,10165,10.1548,36.725922,1000
GSM,605,1,10018,10265,10.164413452148,36.693649291992,1000
UMTS,605,1,10015,7287598,10.107651,36.801224,1000
UMTS,605,1,44302,7379203,9.60466,34.605011,1000
GSM,605,1,55303,40186,10.649185,35.243454,1000
UMTS,605,1,10004,66852,10.274276733398,36.861190795898,1000
UMTS,605,1,55301,33534960,11.142196655272999,34.70100402832,1000
UMTS,605,1,22204,149073,10.476494,36.69742700000001,3347
UMTS,605,1,10011,7279717,10.143242,36.795158,1000
UMTS,605,1,55301,33535625,10.748062,34.735062,1000
UMTS,605,1,22204,153462,10.491256713867001,36.701889038086,1000
UMTS,605,1,22102,7374594,9.666252,37.039719,1000
UMTS,605,1,10004,66092,10.311711,36.845751,1000
UMTS,605,1,55201,32870571,10.815697,35.764961,1000
UMTS,605,1,10004,66089,10.312728881836,36.846084594727,1000
UMTS,605,1,44302,7377789,9.1989898681641,34.937210083008,1000
UMTS,605,1,33101,22843,9.8444366455078,36.660690307617,1000
GSM,605,1,33101,22851,9.1948699951172,36.837844848633,1000
GSM,605,1,33301,27553,8.7155914306641,36.175918579102,1000
GSM,605,1,44301,37751,9.1989898681641,34.937210083008,1000
GSM,605,1,33101,22842,8.9751434326172,36.94221496582,1000
GSM,605,1,10015,12943,9.6837615966797,37.045211791992,1000
GSM,605,1,33101,22841,8.9765167236328,36.938095092773,1000
LTE,605,1,55601,1541381,10.743942260742,33.719100952148,1000
GSM,605,1,55101,50204,8.4024810791016,34.317855834961,1000
GSM,605,1,55303,45955,10.931331,34.211544,73398
GSM,605,1,10005,10106,10.212479,36.760483,1000
GSM,605,1,55101,50086,8.785171,34.440079,1000
GSM,605,1,55101,50084,8.785629,34.440537,1000
UMTS,605,1,44302,7377783,9.1989898681641,34.937210083008,1000
UMTS,605,1,55501,32873678,10.656051635742001,35.33821105957,1000
UMTS,605,1,10011,7279848,10.100143,36.774948,1000
GSM,605,1,55101,50095,8.774641,34.391098,4574
GSM,605,1,55101,50091,8.783569,34.438019,1000
UMTS,605,1,22201,150000,11.090469,36.837387,1000
UMTS,605,1,10011,7275413,10.092658,36.791153,2036
UMTS,605,1,44102,33521448,10.080642999999998,35.641022,1000
UMTS,605,1,44302,7377595,9.483261,35.036774,1000
UMTS,605,1,22204,149097,10.483704,36.697769,1000
GSM,605,1,55202,42831,10.89061,35.643356,1000
GSM,605,1,10016,7544,10.168533325195,36.891403198242,1000
UMTS,605,1,55303,33535905,10.751356,34.84361,2396
UMTS,605,1,55202,32876563,10.890884,35.608749,1000
UMTS,605,1,10015,7288296,9.916528,36.728752,6248
UMTS,605,1,10015,7287613,9.922704,36.68862100000001,5930
UMTS,605,1,10015,7288276,9.942162,36.703925,5719
GSM,605,1,10016,8711,10.181442,36.858719,1000
UMTS,605,1,10015,7287299,9.83963,36.759567,1000
UMTS,605,1,22202,149746,10.548934936523,36.38053894043,1000
UMTS,605,1,55901,33546290,8.1291961669922,33.925094604492,1000
GSM,605,1,10018,11021,10.215225219727,36.712875366211,1000
UMTS,605,1,22203,148700,10.651931762695,36.416244506836,1000
UMTS,605,1,55901,33544352,8.2212066650391,33.986892700195,1000
UMTS,605,1,33011,7294520,10.388259887695,36.40251159668,1000
UMTS,605,1,22102,7374136,9.794312,37.156448,1000
GSM,605,1,10016,8232,10.201492,36.870117,1000
GSM,605,1,10016,7694,10.197372436523,36.861190795898,1000
GSM,605,1,10012,811,10.189591,36.837387,1000
GSM,605,1,22201,18214,11.059799194336,37.035598754883,1000
GSM,605,1,55301,45182,10.732336,34.739346000000005,1369
GSM,605,1,55801,62562,10.453834,32.940788,1263
UMTS,605,1,22011,7366653,8.7636566162109,36.95182800293,1000
UMTS,605,1,22102,7356106,9.7949981689453,37.156448364258,1000
UMTS,605,1,10003,73275,10.24543762207,36.868057250977,1000
UMTS,605,1,10014,7282284,10.112228393555,36.847457885742,1000
GSM,605,1,55101,50085,8.782196,34.437332,1000
UMTS,605,1,22102,7374625,9.7634124755859,37.16194152832,1000
UMTS,605,1,55701,33546542,10.110855102539,33.867416381836,1000
UMTS,605,1,44102,33521451,10.079269,35.657501,1000
GSM,605,1,22103,17504,10.033950805664,37.188034057617,1000
UMTS,605,1,22102,7355348,9.792252,37.155075,1000
UMTS,605,1,10006,69366,10.170822,36.811752,1000
UMTS,605,1,22102,7374154,9.7634124755859,37.16194152832,1000
GSM,605,1,22102,15322,9.7634124755859,37.16194152832,1000
UMTS,605,1,10001,66693,10.187073,36.795273,1000
UMTS,605,1,10001,65724,10.17952,36.796646,1000
UMTS,605,1,10001,67904,10.17951965332,36.793899536133,1000
GSM,605,1,55702,57793,9.7675323486328,33.882522583008,1000
GSM,605,1,55702,57801,9.774399,33.883896,1000
GSM,605,1,22102,15241,9.777145,37.15850800000001,1000
UMTS,605,1,22011,7365559,8.4519195556641,36.451950073242,1000
GSM,605,1,44301,37821,9.89065,34.605339,9052
UMTS,605,1,44302,7377701,9.8430633544922,34.581527709961,1000
GSM,605,1,10015,12865,10.02501,36.743096,4834
UMTS,605,1,10019,7282267,10.109481811523,36.848831176758,1000
GSM,605,1,10012,8662,10.180892944336,36.859817504883,1000
UMTS,605,1,55701,33546962,10.098496,33.852996999999995,1000
GSM,605,1,10011,946,10.102615356445,36.807632446289,1000
UMTS,605,1,10011,7276888,10.104675,36.779137,1000
GSM,605,1,10006,284,10.174026,36.807175,1000
GSM,605,1,55701,57963,9.9858856201172,34.054183959961,1000
GSM,605,1,10014,7995,10.170731,36.860642,1000
UMTS,605,1,10017,7276277,10.149994,36.809006,1000
UMTS,605,1,22103,7357436,10.120468139648,37.216873168945,1000
GSM,605,1,22103,15484,10.120468139648,37.216873168945,1000
UMTS,605,1,22103,7357432,10.120468139648,37.216873168945,1000
UMTS,605,1,22101,7355797,9.954987,37.191467,1000
UMTS,605,1,22103,7357433,10.120468139648,37.216873168945,1000
UMTS,605,1,55203,32876685,10.739822387695,35.582656860352,1000
UMTS,605,1,22203,171013,10.783767700195,36.543960571289,1000
UMTS,605,1,55701,33546460,10.095748901367001,33.883895874023,1000
UMTS,605,1,22204,149642,10.459671020507999,36.695022583008,1000
UMTS,605,1,10018,131591,10.180664,36.756592,1000
UMTS,605,1,10017,7274972,10.131454,36.828232,1000
UMTS,605,1,10005,70409,10.200119018555,36.759567260742,1000
GSM,605,1,55201,42573,10.81707,35.764275,1000
GSM,605,1,10017,473,10.128707885742001,36.828231811523,1000
UMTS,605,1,10004,70207,10.304313,36.847689,1000
GSM,605,1,55201,42554,10.83046,35.776978,1000
UMTS,605,1,10018,136072,10.182266235352,36.755447387695,1000
GSM,605,1,44301,37684,9.840666,34.875458,28191
UMTS,605,1,55203,32877526,10.759048461914,35.62385559082,1000
UMTS,605,1,131,457212,10.759048461914,35.625228881836,1000
UMTS,605,1,44302,7377719,9.8938751220703,34.625473022461,1000
UMTS,605,1,44302,7377713,9.8938751220703,34.625473022461,1000
UMTS,605,1,55202,32876357,10.88264465332,35.648574829102,1000
GSM,605,1,10018,2566,10.180892944336,36.756820678711,1000
UMTS,605,1,55202,32876360,10.886764526367,35.647201538086,1000
UMTS,605,1,10014,7306329,10.086822,36.778793,1000
UMTS,605,1,33011,7294585,10.197238,36.367336,2594
UMTS,605,1,10017,7276905,10.095061,36.787033,1588
GSM,605,1,55301,45323,10.753555297852001,34.765548706055,1000
GSM,605,1,55301,46552,10.756301879883,34.757308959961,1000
GSM,605,1,55305,45203,10.697250366211,34.813613891602,1000
GSM,605,1,55305,45626,10.709609985352,34.809494018555,1000
GSM,605,1,55305,45206,10.715103149414,34.804000854492,1000
GSM,605,1,55301,46251,10.754928588867,34.762802124023,1000
GSM,605,1,55303,45653,10.717849731445,34.801254272461,1000
GSM,605,1,55303,45683,10.717849731445,34.801254272461,1000
GSM,605,1,55301,45322,10.754928588867,34.762802124023,1000
GSM,605,1,55305,47064,10.724716186523,34.790267944336,1000
GSM,605,1,55303,45292,10.757675170897999,34.801254272461,1000
GSM,605,1,55305,47065,10.724716186523,34.790267944336,1000
GSM,605,1,55301,45326,10.754928588867,34.765548706055,1000
GSM,605,1,55305,45643,10.719223022461,34.79850769043,1000
GSM,605,1,55301,46281,10.756301879883,34.757308959961,1000
GSM,605,1,55303,45612,10.748062133789,34.779281616211,1000
GSM,605,1,55305,45623,10.70686340332,34.809494018555,1000
GSM,605,1,10015,12761,10.009231567382999,36.862564086914,1000
UMTS,605,1,55101,33538943,8.803024,34.429093,1425
UMTS,605,1,10005,75895,10.252991,36.749954,1000
UMTS,605,1,22011,7365460,8.6881256103516,36.662063598633,1000
UMTS,605,1,22202,148680,10.613479614257999,36.405258178711,1000
UMTS,605,1,10019,7276631,10.096207,36.82045,1000
GSM,605,1,22103,15991,10.209732055664,37.192153930664,1000
GSM,605,1,22103,15862,10.209732055664,37.192153930664,1000
UMTS,605,1,10014,7282553,10.110855102539,36.865310668945,1000
GSM,605,1,55101,50061,8.783980999999999,34.438431,1000
UMTS,605,1,55202,32876397,10.956802368164,35.644454956055,1000
GSM,605,1,55202,42925,10.969161987305,35.637588500977,1000
GSM,605,1,55202,42934,10.968475,35.637589,1000
GSM,605,1,10018,10843,10.166414,36.713152,1444
GSM,605,1,10021,10072,10.280319,36.712601,1000
UMTS,605,1,22201,150822,11.09001159668,36.846084594727,1000
GSM,605,1,10018,11176,10.173283,36.714295,1076
UMTS,605,1,33301,7367912,8.7924957275391,36.287155151367,1000
UMTS,605,1,22103,7374863,10.209732055664,37.192153930664,1000
GSM,605,1,10017,373,10.149994,36.818276,1634
GSM,605,1,22101,15074,9.871902,37.270088,1000
UMTS,605,1,10002,68394,10.308609008789,36.891403198242,1000
UMTS,605,1,22103,7355892,10.209732055664,37.192153930664,1000
UMTS,605,1,22103,7355897,10.204926,37.192154,1000
UMTS,605,1,33101,7364085,9.2923736572266,36.482162475586,1000
UMTS,605,1,55601,33549114,10.733414,33.680191,3768
GSM,605,1,55701,57573,10.094405,33.867014000000005,1000
UMTS,605,1,22103,7356034,10.18158,37.191467,1000
UMTS,605,1,55601,33551006,10.517827,34.024969,58520
UMTS,605,1,55301,33534215,10.754623,34.735565,1000
GSM,605,1,55201,42521,10.829913,35.773958,1000
UMTS,605,1,55301,33513670,10.755615,34.741516,1000
UMTS,605,1,55701,33546656,10.132827758789,33.871536254883,1000
UMTS,605,1,55301,33514546,10.741882,34.754562,1000
UMTS,605,1,10017,7280026,10.168533325195,36.81999206543,1000
UMTS,605,1,55201,32876514,10.783714,35.76627,7506
UMTS,605,1,10012,7283916,10.165558,36.847458,1000
UMTS,605,1,10014,7282635,9.9817657470703,36.835098266602,1000
GSM,605,1,55305,46755,10.697250366211,34.758682250977,1000
UMTS,605,1,10011,7275187,10.139694,36.793442,1415
UMTS,605,1,22204,150743,10.485763549805,36.697769165039,1000
UMTS,605,1,10001,72900,10.163727,36.808319,1000
GSM,605,1,10002,2614,10.326462,36.879044,1000
UMTS,605,1,10019,7287423,10.131455,36.797104,1000
UMTS,605,1,10017,7279806,10.124588,36.815414,1000
UMTS,605,1,10011,7287411,10.108108520507999,36.79801940918,1000
UMTS,605,1,10017,7279366,10.120468139648,36.811752319336,1000
UMTS,605,1,10017,7277052,10.121841430664,36.813125610352,1000
UMTS,605,1,10017,7277054,10.121841430664,36.813125610352,1000
GSM,605,1,44201,35176,8.5686492919922,34.94270324707,1000
GSM,605,1,10018,10341,10.204926,36.714249,1000
UMTS,605,1,55303,33534546,10.745315551758,34.794387817383,1000
UMTS,605,1,10011,7275493,10.12321472168,36.793899536133,1000
UMTS,605,1,55303,33534503,10.744858,34.794846,1000
GSM,605,1,22103,15883,10.183639526367001,37.168807983398,1000
GSM,605,1,22103,15882,10.183639526367001,37.168807983398,1000
GSM,605,1,22101,16780,9.9227142333984,37.22785949707,1000
GSM,605,1,22102,15651,9.2923736572266,37.03971862793,1000
GSM,605,1,10019,13053,10.088882446289,36.804885864258,1000
GSM,605,1,10015,12891,10.043049,36.838532,1000
LTE,605,1,55203,1091588,10.745316,35.764848,2480
UMTS,605,1,22103,7348905,10.088882446289,37.038345336914,1000
UMTS,605,1,22101,7356170,9.9556732177734,37.186660766602,1000
UMTS,605,1,10014,7282279,10.099868774414,36.848831176758,1000
UMTS,605,1,22101,7357339,9.8595428466797,37.280044555664,1000
UMTS,605,1,10014,7282282,10.099868774414,36.848831176758,1000
UMTS,605,1,22101,7356062,9.8595428466797,37.280044555664,1000
